Year,Topic groups,Topic categories 1,Topic categories 2,Topic categories 3,Suppression,Total,County totals
2020,Contraceptive use and living children by age of patient,Ages 35-39,Oral contraception,Five or more children,,4,
2020,Contraceptive use and living children by age of patient,Ages 35-39,Other contraception,Five or more children,,2,
2020,Contraceptive use and living children by age of patient,Ages 35-39,Rhythm method,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 35-39,Unknown contraception use,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Condom/prophylactic,Five or more children,,3,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Contraceptive ring,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Emergency contraception,Five or more children,,1,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Multiple forms,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 40-44,No contraception use,Five or more children,,8,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Oral contraception,Five or more children,,1,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Other contraception,Five or more children,,2,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Rhythm method,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Unknown contraception use,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,Condom/prophylactic,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,Contraceptive ring,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,Emergency contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,Multiple forms,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,No contraception use,Five or more children,,2,
2020,Contraceptive use and living children by age of patient,Ages 45+,Oral contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,Other contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,Rhythm method,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,Unknown contraception use,Five or more children,,1,
2020,Contraceptive use and living children by age of patient,Ages <15,Condom/prophylactic,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,Contraceptive ring,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,Emergency contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,Multiple forms,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,No contraception use,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,Oral contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,Other contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,Rhythm method,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,Unknown contraception use,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Condom/prophylactic,Four children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Contraceptive ring,Four children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Emergency contraception,Four children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Multiple forms,Four children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,No contraception use,Four children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Oral contraception,Four children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Other contraception,Four children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Rhythm method,Four children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Unknown contraception use,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Condom/prophylactic,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Contraceptive ring,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Emergency contraception,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Multiple forms,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,No contraception use,Four children,,1,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Oral contraception,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Other contraception,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Rhythm method,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Unknown contraception use,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Condom/prophylactic,Four children,,2,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Contraceptive ring,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Emergency contraception,Four children,,1,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Multiple forms,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 20-24,No contraception use,Four children,,2,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Oral contraception,Four children,,1,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Other contraception,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Rhythm method,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Unknown contraception use,Four children,,1,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Condom/prophylactic,Four children,,4,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Contraceptive ring,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Emergency contraception,Four children,,1,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Multiple forms,Four children,,2,
2020,Contraceptive use and living children by age of patient,Ages 25-29,No contraception use,Four children,,27,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Oral contraception,Four children,,4,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Other contraception,Four children,,5,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Rhythm method,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Unknown contraception use,Four children,,5,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Condom/prophylactic,Four children,,9,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Contraceptive ring,Four children,,2,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Emergency contraception,Four children,,1,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Multiple forms,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 30-34,No contraception use,Four children,,51,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Oral contraception,Four children,,4,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Other contraception,Four children,,2,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Rhythm method,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Unknown contraception use,Four children,,2,
2020,Contraceptive use and living children by age of patient,Ages 35-39,Condom/prophylactic,Four children,,4,
2020,Contraceptive use and living children by age of patient,Ages 35-39,Contraceptive ring,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 35-39,Emergency contraception,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 35-39,Multiple forms,Four children,,1,
2020,Contraceptive use and living children by age of patient,Ages 35-39,No contraception use,Four children,,26,
2020,Contraceptive use and living children by age of patient,Ages 35-39,Oral contraception,Four children,,6,
2020,Contraceptive use and living children by age of patient,Ages 35-39,Other contraception,Four children,,4,
2020,Contraceptive use and living children by age of patient,Ages 35-39,Rhythm method,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 35-39,Unknown contraception use,Four children,,6,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Condom/prophylactic,Four children,,4,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Contraceptive ring,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Emergency contraception,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Multiple forms,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 40-44,No contraception use,Four children,,15,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Oral contraception,Four children,,1,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Other contraception,Four children,,3,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Rhythm method,Four children,,1,
2020,Contraceptive use and living children by age of patient,Ages 40-44,Unknown contraception use,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,Condom/prophylactic,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,Contraceptive ring,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,Emergency contraception,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,Multiple forms,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,No contraception use,Four children,,3,
2020,Contraceptive use and living children by age of patient,Ages 45+,Oral contraception,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,Other contraception,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,Rhythm method,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages 45+,Unknown contraception use,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,Condom/prophylactic,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,Contraceptive ring,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,Emergency contraception,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,Multiple forms,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,No contraception use,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,Oral contraception,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,Other contraception,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,Rhythm method,Four children,,0,
2020,Contraceptive use and living children by age of patient,Ages <15,Unknown contraception use,Four children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Condom/prophylactic,No children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Contraceptive ring,No children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Emergency contraception,No children,,0,
